facility_name,facility_code,unit_code,power_mw,emissions_t,timestamp,lat,lon
Adelaide Desalination,ADP,ADPBA1,0.049,0.0,2026-05-09T16:00:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.002,0.0,2026-05-09T16:05:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.002,0.0,2026-05-09T16:10:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.082,0.0,2026-05-09T16:15:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.001,0.0,2026-05-09T16:20:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.055,0.0,2026-05-09T16:25:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.029,0.0,2026-05-09T16:30:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.001,0.0,2026-05-09T16:35:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.001,0.0,2026-05-09T16:40:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.01,0.0,2026-05-09T16:45:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.001,0.0,2026-05-09T16:50:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.026,0.0,2026-05-09T16:55:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.028,0.0,2026-05-09T17:00:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.04,0.0,2026-05-09T17:05:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.051,0.0,2026-05-09T17:10:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.001,0.0,2026-05-09T17:15:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.017,0.0,2026-05-09T17:20:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.076,0.0,2026-05-09T17:25:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.845,0.0,2026-05-09T17:30:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.2,0.0,2026-05-09T17:35:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.044,0.0,2026-05-09T17:40:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.023,0.0,2026-05-09T17:45:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.049,0.0,2026-05-09T17:50:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,4.956,0.0,2026-05-09T17:55:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.234,0.0,2026-05-09T18:00:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,4.778,0.0,2026-05-09T18:05:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.138,0.0,2026-05-09T18:10:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.001,0.0,2026-05-09T18:15:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.0,0.0,2026-05-09T18:20:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,4.774,0.0,2026-05-09T18:25:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,6.016,0.0,2026-05-09T18:30:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.185,0.0,2026-05-09T18:35:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,4.734,0.0,2026-05-09T18:40:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.358,0.0,2026-05-09T18:45:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,4.63,0.0,2026-05-09T18:50:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.295,0.0,2026-05-09T18:55:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.11,0.0,2026-05-09T19:00:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.804,0.0,2026-05-09T19:05:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.227,0.0,2026-05-09T19:10:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,4.83,0.0,2026-05-09T19:15:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,1.116,0.0,2026-05-09T19:20:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.093,0.0,2026-05-09T19:25:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.004,0.0,2026-05-09T19:30:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.008,0.0,2026-05-09T19:35:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,4.851,0.0,2026-05-09T19:40:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.889,0.0,2026-05-09T19:45:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.001,0.0,2026-05-09T19:50:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,-0.011,0.0,2026-05-09T19:55:00+10:00,-35.100751,138.483357
Adelaide Desalination,ADP,ADPBA1,0.001,0.0,2026-05-09T20:00:00+10:00,-35.100751,138.483357
